question_id,language,is_answered,tags,title,answer_count,creation_date,score,link,view_count,user_id,reputation,user_type,display_name
39765286,mysql,True,c#|mysql|storage,MySQL storing images using hyperlinks,1,1475138010,1,http://stackoverflow.com/questions/39765286/mysql-storing-images-using-hyperlinks,11,6894183,6,registered,Carlo C. Aquino
39706159,mysql,False,android|mysql|textview|load,I&#39;m trying to load data from mysql in textview,2,1474902033,0,http://stackoverflow.com/questions/39706159/im-trying-to-load-data-from-mysql-in-textview,25,6310208,1,registered,Amine
39765582,mysql,False,javascript|mysql|node.js|express|sequelize.js,In Sequelize model.destory({ truncate: true }) does not reset primary key,0,1475138818,0,http://stackoverflow.com/questions/39765582/in-sequelize-model-destory-truncate-true-does-not-reset-primary-key,5,6898264,1,registered,Hassan
39764472,mysql,False,mysql|couchdb,Importing mysql to couchdb,0,1475135666,0,http://stackoverflow.com/questions/39764472/importing-mysql-to-couchdb,8,5993498,9,registered,Rajasree
39760664,mysql,False,mysql,MySQL - Automatically update total hours difference based on two other datetime columns - Solved,1,1475117772,0,http://stackoverflow.com/questions/39760664/mysql-automatically-update-total-hours-difference-based-on-two-other-datetime,15,4412118,69,registered,Kei
14520627,mysql,True,mysql|linq|executestorequery,The data reader has more than one field. Multiple fields are not valid for EDM primitive types,3,1359112405,5,http://stackoverflow.com/questions/14520627/the-data-reader-has-more-than-one-field-multiple-fields-are-not-valid-for-edm-p,9964,804517,3560,registered,Pawan Nogariya
39765324,mysql,True,mysql|sql|node.js|performance|query-optimization,Should I use the sql COUNT(*) or use SELECT to fetch rows and count the rows later,4,1475138098,0,http://stackoverflow.com/questions/39765324/should-i-use-the-sql-count-or-use-select-to-fetch-rows-and-count-the-rows-lat,24,1760907,50,registered,Pubudu Dodangoda
39765457,mysql,False,mysql|elasticsearch|get|elasticsearch-query,How could I have MySQL sum() and group by clause within my elasticsearch query?,1,1475138465,0,http://stackoverflow.com/questions/39765457/how-could-i-have-mysql-sum-and-group-by-clause-within-my-elasticsearch-query,8,1338588,2659,registered,Kulasangar
39765056,mysql,False,mysql|codeigniter,add multi type currency and than getting total of each type,0,1475137344,0,http://stackoverflow.com/questions/39765056/add-multi-type-currency-and-than-getting-total-of-each-type,10,6127414,25,registered,shabir ullah
39765276,mysql,False,php|mysql,"mysqli_query() expects at least 2 parameters, 1 given in C:\xampp\htdocs\project\index.php on line 23",2,1475137969,-1,http://stackoverflow.com/questions/39765276/mysqli-query-expects-at-least-2-parameters-1-given-in-c-xampp-htdocs-project,19,6898250,1,registered,Pritesh
39745863,mysql,True,php|jquery|mysql|ajax,Update content in HTML table using PHP and AJAX,2,1475061281,0,http://stackoverflow.com/questions/39745863/update-content-in-html-table-using-php-and-ajax,35,6843053,3,registered,Robbert de Vries
39752142,mysql,True,php|mysql|database|wordpress,PHP &amp; MYSQL script inside wordpress theme-functions.php to pull &amp; echo data - RESOLVED,1,1475077528,0,http://stackoverflow.com/questions/39752142/php-mysql-script-inside-wordpress-theme-functions-php-to-pull-echo-data-re,23,1419634,5,registered,user1419634
39763346,mysql,False,mysql|select|table|join,mysql multiple statement diffrent tables,0,1475131930,-2,http://stackoverflow.com/questions/39763346/mysql-multiple-statement-diffrent-tables,13,6897724,1,registered,twister
39722744,mysql,False,mysql|indexing|database-performance,Why is mysql not using index when available,1,1474973494,0,http://stackoverflow.com/questions/39722744/why-is-mysql-not-using-index-when-available,44,2988167,20,registered,user2988167
39764875,mysql,False,mysql|node.js|orm|sails.js|waterline,Sails js sort by populated field,0,1475136822,0,http://stackoverflow.com/questions/39764875/sails-js-sort-by-populated-field,6,4966572,1,registered,Kubb Tietoisuus
1666434,mysql,False,mysql|sql-server|dbdeploy,How to use dbdeploy with SQL Server?,2,1257243464,0,http://stackoverflow.com/questions/1666434/how-to-use-dbdeploy-with-sql-server,730,26143,6736,registered,gath
3298288,mysql,True,mysql|date,How to get first day of every corresponding month in mysql?,11,1279708479,31,http://stackoverflow.com/questions/3298288/how-to-get-first-day-of-every-corresponding-month-in-mysql,31224,397674,156,registered,David
39764892,mysql,True,mysql|select|count,MYSQL Select count with IF,1,1475136877,0,http://stackoverflow.com/questions/39764892/mysql-select-count-with-if,15,5820451,110,registered,Arkadiusz G.
38504257,mysql,False,mysql|docker,MySQL scripts in docker-entrypoint-initdb are not executed,2,1469103953,0,http://stackoverflow.com/questions/38504257/mysql-scripts-in-docker-entrypoint-initdb-are-not-executed,138,1229038,130,registered,Canis Majoris
39737907,mysql,False,mysql,Mysql Replicating mysql (all) database - Weird issue,1,1475035828,0,http://stackoverflow.com/questions/39737907/mysql-replicating-mysql-all-database-weird-issue,21,6849964,1,registered,Doe J
39764520,mysql,True,python|mysql|string|unicode|replace,Invisible unicode characters loaded to DB in python,2,1475135797,0,http://stackoverflow.com/questions/39764520/invisible-unicode-characters-loaded-to-db-in-python,19,3992452,124,registered,user168983
19502288,mysql,True,mysql|sql,Unknown column error in this COUNT MySQL statement?,4,1382381186,0,http://stackoverflow.com/questions/19502288/unknown-column-error-in-this-count-mysql-statement,196,546509,2969,registered,Ethan Allen
39764714,mysql,True,mysql|database|system,Logging user action in mysql,2,1475136360,0,http://stackoverflow.com/questions/39764714/logging-user-action-in-mysql,10,6862739,183,registered,Quy Truong
39743696,mysql,True,php|mysql|laravel-5|eloquent,Laravel migration foreign keys references to a primary key with two columns?,2,1475055779,1,http://stackoverflow.com/questions/39743696/laravel-migration-foreign-keys-references-to-a-primary-key-with-two-columns,29,3029263,888,registered,ackuser
39717232,mysql,False,php|mysql,dropdown list php with selected value from database,1,1474956738,1,http://stackoverflow.com/questions/39717232/dropdown-list-php-with-selected-value-from-database,35,6885638,6,registered,Praviny Muniapan
39761015,mysql,False,mysql,Mysql year generation to populate table,2,1475120390,-1,http://stackoverflow.com/questions/39761015/mysql-year-generation-to-populate-table,15,3802237,164,registered,sanu
39762605,mysql,False,php|android|mysql|localhost|wampserver,Adding data into Mysql database on localhost,3,1475129300,-3,http://stackoverflow.com/questions/39762605/adding-data-into-mysql-database-on-localhost,23,5338156,1,registered,Odey M. Khalaf
39763754,mysql,True,php|mysql,php function or mysql statement to provide correlation coefficient between2 columns,2,1475133255,-1,http://stackoverflow.com/questions/39763754/php-function-or-mysql-statement-to-provide-correlation-coefficient-between2-colu,21,6180578,189,registered,kerry
3694575,mysql,True,mysql|phpmyadmin,phpMyAdmin is throwing a #2002 cannot log in to the mysql server phpmyadmin,24,1284289341,38,http://stackoverflow.com/questions/3694575/phpmyadmin-is-throwing-a-2002-cannot-log-in-to-the-mysql-server-phpmyadmin,122898,445502,191,unregistered,narancha
5899683,mysql,True,c#|mysql|sql|linq,"LINQ to Entities does not recognize the method &#39;System.String ToString()&#39; method, and this method cannot be translated into a store expression",9,1304606743,88,http://stackoverflow.com/questions/5899683/linq-to-entities-does-not-recognize-the-method-system-string-tostring-method,109124,744484,11000,registered,Randolf Rinc&#243;n Fadul
39763564,mysql,False,mysql|postgresql,Query works fine in MySQL but not in PostgreSQL,1,1475132601,1,http://stackoverflow.com/questions/39763564/query-works-fine-in-mysql-but-not-in-postgresql,20,6891767,6,registered,Gunnar
39764731,mysql,False,mysql,Copying data where columns are the same but in different order,0,1475136403,0,http://stackoverflow.com/questions/39764731/copying-data-where-columns-are-the-same-but-in-different-order,11,1520841,9912,registered,Joel Hinz
39593304,mysql,True,php|mysql|laravel-4|cart,Decrease product quantity in database after order is placed with Laravel,1,1474372244,1,http://stackoverflow.com/questions/39593304/decrease-product-quantity-in-database-after-order-is-placed-with-laravel,15,5799540,297,registered,Garg
39764484,mysql,False,php|mysql,"Parse error: syntax error, unexpected &#39;$username&#39; (T_VARIABLE) in C:\xampp\htdocs\henna\process.php on line 15",1,1475135707,1,http://stackoverflow.com/questions/39764484/parse-error-syntax-error-unexpected-username-t-variable-in-c-xampp-htdoc,11,6898085,6,registered,Dolly Cinta Njeru
7758224,mysql,True,python|mysql|maya,Connecting Maya 2011 with Mysqldb,2,1318528046,0,http://stackoverflow.com/questions/7758224/connecting-maya-2011-with-mysqldb,637,994023,23,registered,sasecse
39763502,mysql,True,mysql|sql|python-2.7,syntax error on mysql query to update in python,3,1475132430,0,http://stackoverflow.com/questions/39763502/syntax-error-on-mysql-query-to-update-in-python,10,6781625,5,registered,Edison
39764342,mysql,True,php|mysql,php Mysql INSERT INTO: can&#39;t insert anymore,2,1475135188,2,http://stackoverflow.com/questions/39764342/php-mysql-insert-into-cant-insert-anymore,36,5511570,11,registered,Vertus
39764265,mysql,True,php|mysql|mysqli,php Mysql CREATE TABLE If does&#39;t exist only once,2,1475134901,-3,http://stackoverflow.com/questions/39764265/php-mysql-create-table-if-doest-exist-only-once,23,894237,1412,registered,Papa De Beau
39763242,mysql,False,php|mysql|sql|pdo|error-handling,How to handle PDO transaction errors to inform to the client the result of it?,2,1475131606,0,http://stackoverflow.com/questions/39763242/how-to-handle-pdo-transaction-errors-to-inform-to-the-client-the-result-of-it,12,6106620,85,registered,Cristian Crishk
39760734,mysql,False,mysql|datetime|max|mariadb,MySQL/MariaDB timestamp grouping has different behavior with microseconds,0,1475118265,0,http://stackoverflow.com/questions/39760734/mysql-mariadb-timestamp-grouping-has-different-behavior-with-microseconds,16,6897037,1,registered,Yosua Miko
39755670,mysql,False,mysql,If more than 10% of results are over X in mysql,2,1475089338,0,http://stackoverflow.com/questions/39755670/if-more-than-10-of-results-are-over-x-in-mysql,27,3255287,14,registered,coderking
19658891,mysql,True,mysql|ubuntu,ERROR 2002 (HY000): Can&#39;t connect to local MySQL server through socket &#39;/var/run/mysqld/mysql.sock&#39; (2),23,1383051484,17,http://stackoverflow.com/questions/19658891/error-2002-hy000-cant-connect-to-local-mysql-server-through-socket-var-run,135103,2028856,924,registered,user2028856
39753523,mysql,True,php|mysql|laravel|laravel-5|laravel-seeding,Laravel 5.3 Seeder - undefined method table?,2,1475081908,0,http://stackoverflow.com/questions/39753523/laravel-5-3-seeder-undefined-method-table,48,3430483,15,registered,user3430483
39763735,mysql,True,php|jquery|mysql|mysqli,How to store check box value ckecked as 1 and unchecked as 0 in mysql,1,1475133207,0,http://stackoverflow.com/questions/39763735/how-to-store-check-box-value-ckecked-as-1-and-unchecked-as-0-in-mysql,30,6382509,179,registered,Abdul Waheed
39757697,mysql,False,php|mysql|sql|for-loop,PHP get results from mysql in a for() loop,2,1475096944,0,http://stackoverflow.com/questions/39757697/php-get-results-from-mysql-in-a-for-loop,45,3133570,44,registered,Mystic
39752612,mysql,False,java|mysql|spring|jenkins|hikaricp,Jenkins at deploy of a SpringMVC JPA webapp MySQL connections not freed HikariCP,0,1475078920,0,http://stackoverflow.com/questions/39752612/jenkins-at-deploy-of-a-springmvc-jpa-webapp-mysql-connections-not-freed-hikaricp,10,987925,670,registered,XMight
39755838,mysql,False,mysql|entity-framework-core|ubuntu-16.04|identityserver4|dotnet-core,"Is it possible to build web Api application using dotnet core, MySQL with Authentication and Authorization?",0,1475089950,0,http://stackoverflow.com/questions/39755838/is-it-possible-to-build-web-api-application-using-dotnet-core-mysql-with-authen,15,3186914,390,registered,Prashant
39763622,mysql,False,mysql|triggers|gammu,MySQL Trigger Error - Autoreply for Gammu SMS-Gateway,0,1475132808,0,http://stackoverflow.com/questions/39763622/mysql-trigger-error-autoreply-for-gammu-sms-gateway,6,6897858,1,registered,Novri Rizky
39761450,mysql,True,php|mysql|arrays|mysqli,Prints only one value from the record,3,1475123504,-2,http://stackoverflow.com/questions/39761450/prints-only-one-value-from-the-record,36,6737234,97,registered,Virb
39738032,mysql,False,mysql,Fetch data from three tables according to some conditions,1,1475036726,-2,http://stackoverflow.com/questions/39738032/fetch-data-from-three-tables-according-to-some-conditions,33,6803154,1,registered,Aditi
39763840,mysql,False,mysql|phpmyadmin,phpmyadmin designer view bugged?,0,1475133521,0,http://stackoverflow.com/questions/39763840/phpmyadmin-designer-view-bugged,4,3889963,100,registered,user3889963
39763499,mysql,False,php|mysql|date|datetime|select,Find the first second timestamp of current month given a day,1,1475132420,0,http://stackoverflow.com/questions/39763499/find-the-first-second-timestamp-of-current-month-given-a-day,14,5277185,371,registered,dios231
4613465,mysql,True,python|mysql|csv,"Using python to write mysql query to csv, need to show field names",5,1294306276,9,http://stackoverflow.com/questions/4613465/using-python-to-write-mysql-query-to-csv-need-to-show-field-names,14191,416068,314,registered,Mathnode
39763512,mysql,False,mysql|database|rows,SQL update within a table,2,1475132453,-2,http://stackoverflow.com/questions/39763512/sql-update-within-a-table,14,4470097,12,registered,user9527
39763700,mysql,False,mysql|spring|spring-jdbc,SimpleJDBCCall handle out paramater with resultset,0,1475133078,0,http://stackoverflow.com/questions/39763700/simplejdbccall-handle-out-paramater-with-resultset,8,3401341,22,registered,CHiRAG
39762883,mysql,True,php|mysql,if else condition is not run properlly,2,1475130421,-1,http://stackoverflow.com/questions/39762883/if-else-condition-is-not-run-properlly,27,6812089,5,registered,Muhammad Usman
39763607,mysql,False,mysql|sql|database|optimization,MYSQL find field value that where never recorder previously,2,1475132753,0,http://stackoverflow.com/questions/39763607/mysql-find-field-value-that-where-never-recorder-previously,13,2144756,125,registered,Alex Kubity
39763669,mysql,False,mysql,MySQL Recurring event stops working,0,1475132980,0,http://stackoverflow.com/questions/39763669/mysql-recurring-event-stops-working,13,1967800,975,registered,Sharcoux
39762752,mysql,False,c#|mysql|sql|asp.net,Compare two input dates with another two dates in the table in SQL Server,4,1475129881,0,http://stackoverflow.com/questions/39762752/compare-two-input-dates-with-another-two-dates-in-the-table-in-sql-server,23,5985222,3,registered,saravanan
18759528,mysql,True,php|mysql|wordpress|wpdb,Call to a member function query() on a non-object WordPress,3,1378975515,0,http://stackoverflow.com/questions/18759528/call-to-a-member-function-query-on-a-non-object-wordpress,5904,1665625,340,registered,lukeseager
39763620,mysql,False,python|mysql|django|django-models|django-orm,How to query using GenericForeignKey in Django model,0,1475132793,0,http://stackoverflow.com/questions/39763620/how-to-query-using-genericforeignkey-in-django-model,15,1811894,3,registered,dilwaria
39762404,mysql,False,mysql|hibernate|transactions|atomikos,MySQL: Deadlock found when trying to get lock,1,1475128427,1,http://stackoverflow.com/questions/39762404/mysql-deadlock-found-when-trying-to-get-lock,11,543320,246,registered,yaki_nuka
39763432,mysql,False,mysql|sql|mariadb,MySQL trigger not updating multiple rows when WHERE IN used,1,1475132198,0,http://stackoverflow.com/questions/39763432/mysql-trigger-not-updating-multiple-rows-when-where-in-used,8,3989214,104,registered,Rahul Gavande
39756859,mysql,False,mysql|windows|mysql-workbench,MySQL remote connection to Linux,1,1475093725,1,http://stackoverflow.com/questions/39756859/mysql-remote-connection-to-linux,24,6895914,6,registered,Michael Max
39763247,mysql,True,mysql|sql|pivot,MySQL check if given timeslot is in between provided timeslot,1,1475131616,0,http://stackoverflow.com/questions/39763247/mysql-check-if-given-timeslot-is-in-between-provided-timeslot,21,1228266,1477,registered,Dev
39763438,mysql,False,mysql|serialization,Syntax error at inserting a serialized string,0,1475132224,0,http://stackoverflow.com/questions/39763438/syntax-error-at-inserting-a-serialized-string,10,6897770,1,registered,user6897770
39763345,mysql,False,mysql|database|dataset|mysql-workbench|data-extraction,Extract Rows with Values &gt;100 in a Variable Showing All Columns on MySQL Workbench,1,1475131921,0,http://stackoverflow.com/questions/39763345/extract-rows-with-values-100-in-a-variable-showing-all-columns-on-mysql-workben,6,6772794,5,registered,Harshna
39763382,mysql,False,java|mysql|hibernate|exception|truncate,Hibernate Data truncated for column,0,1475132029,0,http://stackoverflow.com/questions/39763382/hibernate-data-truncated-for-column,23,6841661,3,registered,User1v0
39757168,mysql,False,mysql|sql|sql-limit,"SQL query doesn&#39;t work, probably because of wrong combination",0,1475094873,-4,http://stackoverflow.com/questions/39757168/sql-query-doesnt-work-probably-because-of-wrong-combination,26,2010080,1,registered,Johan Engman
39695866,mysql,True,mysql|heidisql,Mysql database backup by using query,1,1474870722,-1,http://stackoverflow.com/questions/39695866/mysql-database-backup-by-using-query,24,6721558,5,registered,Kanika
39343095,mysql,False,mysql|node.js,Where to store SQL commands for execution,1,1473147176,1,http://stackoverflow.com/questions/39343095/where-to-store-sql-commands-for-execution,42,2709980,324,registered,m4mbax
39762563,mysql,False,mysql|sql|pivot,MySQL Pivot query issue while converting row to column,0,1475129145,0,http://stackoverflow.com/questions/39762563/mysql-pivot-query-issue-while-converting-row-to-column,15,6897605,1,registered,Himani
39760899,mysql,False,php|mysql|laravel|checkbox|laravel-blade,Cannot retrieve data via checkbox in laravel,1,1475119387,-2,http://stackoverflow.com/questions/39760899/cannot-retrieve-data-via-checkbox-in-laravel,29,6897130,1,registered,Jahid Mahmud
39719294,mysql,True,mysql|mysql-workbench,Transpose two rows into single row (mySql),3,1474963358,1,http://stackoverflow.com/questions/39719294/transpose-two-rows-into-single-row-mysql,31,4939357,66,registered,Ferguson
39763143,mysql,False,mysql|csv|cron,Please help - PHP &amp; Cron syntax issues,0,1475131269,0,http://stackoverflow.com/questions/39763143/please-help-php-cron-syntax-issues,9,699766,11,registered,Rick
39749913,mysql,False,mysql|doctrine2|associations|symfony3|cascading-deletes,Symfony3 : on delete cascade with 3 levels don&#39;t work (2 entities),0,1475071599,1,http://stackoverflow.com/questions/39749913/symfony3-on-delete-cascade-with-3-levels-dont-work-2-entities,12,6154476,39,registered,Felurian
39760999,mysql,False,mysql|apache|phpmyadmin|jmeter|localhost,Recording Controller in Jmeter not recording in a localhost web server,2,1475120199,0,http://stackoverflow.com/questions/39760999/recording-controller-in-jmeter-not-recording-in-a-localhost-web-server,17,6891663,1,registered,julyxx
39762138,mysql,False,mysql|sql|transactions,Mysql Connection has not been null after committing transaction,0,1475127189,1,http://stackoverflow.com/questions/39762138/mysql-connection-has-not-been-null-after-committing-transaction,12,6519829,16,registered,NiKhil Kutewalla
39761839,mysql,False,php|jquery|mysql|sql|datatables,Run MySQL query in DataTables server-side processing script,1,1475125737,0,http://stackoverflow.com/questions/39761839/run-mysql-query-in-datatables-server-side-processing-script,16,6242161,120,registered,Liz Banach
39762818,mysql,True,java|mysql|vector,2D vectors in java getting vague output in java,1,1475130149,0,http://stackoverflow.com/questions/39762818/2d-vectors-in-java-getting-vague-output-in-java,12,6744806,16,registered,prateek k
39762831,mysql,False,jquery|html|mysql|database|password-protection,Hide a link with a secure password on html page,0,1475130191,-1,http://stackoverflow.com/questions/39762831/hide-a-link-with-a-secure-password-on-html-page,13,6222411,39,registered,coolio83000
39762785,mysql,False,php|html|mysql,Arabic login system using MySQL and PHP. Not working,0,1475130025,0,http://stackoverflow.com/questions/39762785/arabic-login-system-using-mysql-and-php-not-working,12,1131888,85,registered,FarrisFahad
39761724,mysql,True,php|mysql,#1064 - You have an error in your SQL syntax; Fix it?,2,1475125085,2,http://stackoverflow.com/questions/39761724/1064-you-have-an-error-in-your-sql-syntax-fix-it,33,6897376,11,registered,Thuvaraga Shanmugam
39711862,mysql,True,php|mysql|mysqli,How to remove thumbnail from mysql database,1,1474921874,1,http://stackoverflow.com/questions/39711862/how-to-remove-thumbnail-from-mysql-database,34,6606350,45,registered,Carl Max
31315660,mysql,True,mysql|cpanel,#1227 - Access denied; you need (at least one of) the SUPER privilege(s) for this operation,2,1436440126,3,http://stackoverflow.com/questions/31315660/1227-access-denied-you-need-at-least-one-of-the-super-privileges-for-thi,6866,5030092,394,registered,Lachie
39762508,mysql,False,mysql|sql|database|foreign-keys,database performance with updating forign key with the same value,0,1475128895,0,http://stackoverflow.com/questions/39762508/database-performance-with-updating-forign-key-with-the-same-value,10,506952,1164,registered,mmohab
39760701,mysql,False,php|mysql,fetching id_customer which are not exiting in the table,1,1475118092,0,http://stackoverflow.com/questions/39760701/fetching-id-customer-which-are-not-exiting-in-the-table,21,3270582,94,registered,user3270582
39696470,mysql,True,mysql,Need help in building MYSQL query to count two content from single row/table,3,1474872987,0,http://stackoverflow.com/questions/39696470/need-help-in-building-mysql-query-to-count-two-content-from-single-row-table,38,6880623,4,registered,Praveen Yadhav
39762357,mysql,False,php|mysql|apache|authentication,Get additional fields in environment variable from Apache mod_authn_dbd,0,1475128197,0,http://stackoverflow.com/questions/39762357/get-additional-fields-in-environment-variable-from-apache-mod-authn-dbd,6,2861979,1,registered,Dan
39761361,mysql,False,php|mysql|sugarcrm,"How to hard code the where condition in list view ,basic search,advance search in sugar CE",0,1475122956,2,http://stackoverflow.com/questions/39761361/how-to-hard-code-the-where-condition-in-list-view-basic-search-advance-search-i,19,5933698,2251,registered,JYoThI
39761098,mysql,False,php|mysql,how to make a unique batch number per day?,3,1475121042,-1,http://stackoverflow.com/questions/39761098/how-to-make-a-unique-batch-number-per-day,35,6845090,1,registered,Sigit Dwi Prasetyo
39761476,mysql,True,php|mysql|pdo,Is necessary to bind params after each prepare in PDO?,1,1475123656,0,http://stackoverflow.com/questions/39761476/is-necessary-to-bind-params-after-each-prepare-in-pdo,18,6106620,85,registered,Cristian Crishk
39240718,mysql,False,mysql|google-cloud-platform|google-cloud-sql,Google CloudSQL 2nd Generation create Function not working,1,1472617527,0,http://stackoverflow.com/questions/39240718/google-cloudsql-2nd-generation-create-function-not-working,28,724968,938,registered,arvindwill
39762058,mysql,False,php|mysql,How to get total of given colum of mysql virtual table,1,1475126773,-2,http://stackoverflow.com/questions/39762058/how-to-get-total-of-given-colum-of-mysql-virtual-table,23,4172602,14,registered,Gayan Chaturanga
39762160,mysql,False,mysql|stored-procedures|google-compute-engine|google-cloud-platform|google-cloud-sql,Google Cloud SQL Grant - mysql.proc,0,1475127280,0,http://stackoverflow.com/questions/39762160/google-cloud-sql-grant-mysql-proc,5,724968,938,registered,arvindwill
27606978,mysql,True,mysql|sql|create-table,SQL Error in Table Creation,3,1419267214,1,http://stackoverflow.com/questions/27606978/sql-error-in-table-creation,47,,,does_not_exist,user3808021
39761988,mysql,True,mysql|elasticsearch|get|elasticsearch-query,How could I have MySQL IN clause within my elasticsearch query?,1,1475126470,0,http://stackoverflow.com/questions/39761988/how-could-i-have-mysql-in-clause-within-my-elasticsearch-query,12,1338588,2659,registered,Kulasangar
10615998,mysql,True,c#|asp.net|mysql|dapper,Accessing Mysql using dapper,1,1337161603,7,http://stackoverflow.com/questions/10615998/accessing-mysql-using-dapper,6868,1398256,72,registered,Learner
38822608,mysql,True,mysql|sql|performance|mysql-5.5,Duplicating records in a mysql table intermittently causes statements to hang and not return,2,1470638003,-1,http://stackoverflow.com/questions/38822608/duplicating-records-in-a-mysql-table-intermittently-causes-statements-to-hang-an,48,807802,707,registered,MarcFasel
39761957,mysql,False,mysql|passwords|root|webmin,Where does Webmin store the root MySQL password?,0,1475126327,0,http://stackoverflow.com/questions/39761957/where-does-webmin-store-the-root-mysql-password,6,1172701,51,registered,Bob Chip
39662492,mysql,True,php|mysql,PHP query not working with variable,3,1474638652,-1,http://stackoverflow.com/questions/39662492/php-query-not-working-with-variable,169,4710899,276,registered,Divyesh Jesadiya
29689830,mysql,True,mysql|vb.net,How to fill textboxes when the data are retrieving from two tables?,2,1429241990,1,http://stackoverflow.com/questions/29689830/how-to-fill-textboxes-when-the-data-are-retrieving-from-two-tables,198,4714726,16,registered,Kenjiro Aikawa
39761713,mysql,True,php|mysql|join|kohana,How to remove duplicate rows have the same id in Join Query?,2,1475124988,2,http://stackoverflow.com/questions/39761713/how-to-remove-duplicate-rows-have-the-same-id-in-join-query,31,6112401,679,registered,Văn Lộc
39759258,mysql,False,mysql|nginx|phpmyadmin|mariadb|ubuntu-16.04,"phpMyAdmin, can not login to root user",1,1475106411,-1,http://stackoverflow.com/questions/39759258/phpmyadmin-can-not-login-to-root-user,12,6896592,1,registered,wdaniel526
39747800,mysql,False,php|mysql|upload|xampp,Mysql PHP exention unloaded! Error shows in PHP7 How can i solve it?​,1,1475066321,-4,http://stackoverflow.com/questions/39747800/mysql-php-exention-unloaded-error-shows-in-php7-how-can-i-solve-it,25,1799766,1,registered,user1799766
39760907,mysql,False,c#|mysql,How do I display this sql statement in c#,2,1475119449,-7,http://stackoverflow.com/questions/39760907/how-do-i-display-this-sql-statement-in-c,38,6897135,1,registered,Jolly Ann Dolloso
39761606,mysql,True,php|mysql|codeigniter,Getting Database Error while login,2,1475124407,1,http://stackoverflow.com/questions/39761606/getting-database-error-while-login,19,5064637,110,registered,MOHAMMED
39761363,mysql,True,mysql|sql,How to check if every primary key value is being referenced as foreign key in another table,2,1475122968,2,http://stackoverflow.com/questions/39761363/how-to-check-if-every-primary-key-value-is-being-referenced-as-foreign-key-in-an,34,6390490,98,registered,smarttechy
39761439,mysql,False,mysql,Godaddy - Connecting Mysql with GUI Mysql-Front Tool,1,1475123431,0,http://stackoverflow.com/questions/39761439/godaddy-connecting-mysql-with-gui-mysql-front-tool,7,4408044,390,registered,Masood Rehman
39759185,mysql,True,java|mysql|swing,"Row_Number() in MySql result value Double, but in IBM Data Studio result Int",1,1475105703,4,http://stackoverflow.com/questions/39759185/row-number-in-mysql-result-value-double-but-in-ibm-data-studio-result-int,22,5536728,23,registered,riskiNova
39761274,mysql,True,mysql|sql,How to display data with suffix/prefix in sql?,2,1475122286,1,http://stackoverflow.com/questions/39761274/how-to-display-data-with-suffix-prefix-in-sql,13,4985248,40,registered,Rob Bor
39760803,mysql,False,mysql|join|left-join,LEFT JOIN pulling only one result,1,1475118708,0,http://stackoverflow.com/questions/39760803/left-join-pulling-only-one-result,17,3850537,35,registered,Dustin Scott Garza
